Area,Baths,Bedrooms,Price,location
7 Marla,5,5,PKR3.2 Crore,"FECHS, Islamabad, Islamabad Capital"
8 Marla,7,7,PKR9.75 Crore,"D-12, Islamabad, Islamabad Capital"
4.4 Marla,4,3,PKR5.2 Crore,"D-12, Islamabad, Islamabad Capital"
5 Marla,6,5,PKR5.75 Crore,"D-12, Islamabad, Islamabad Capital"
10 Marla,7,6,PKR12 Crore,"D-12, Islamabad, Islamabad Capital"
5 Marla,4,4,PKR5.75 Crore,"D-12, Islamabad, Islamabad Capital"
5 Marla,4,3,PKR2 Crore,"B-17, Islamabad, Islamabad Capital"
5 Marla,5,5,PKR2.35 Crore,"B-17, Islamabad, Islamabad Capital"
5 Marla,4,3,PKR2.3 Crore,"B-17, Islamabad, Islamabad Capital"
5 Marla,5,4,PKR2.3 Crore,"B-17, Islamabad, Islamabad Capital"
1 Kanal,7,5,PKR9.8 Crore,"B-17, Islamabad, Islamabad Capital"
5 Marla,4,4,PKR2.95 Crore,"B-17, Islamabad, Islamabad Capital"
1 Kanal,6,7,PKR7.25 Crore,"Soan Garden, Islamabad, Islamabad Capital"
9 Marla,6,7,PKR4.5 Crore,"Soan Garden, Islamabad, Islamabad Capital"
7 Marla,6,5,PKR3.45 Crore,"FECHS, Islamabad, Islamabad Capital"
8 Marla,3,3,PKR2.5 Crore,"FECHS, Islamabad, Islamabad Capital"
7 Marla,6,5,PKR3.5 Crore,"FECHS, Islamabad, Islamabad Capital"
0 Marla,6,6,PKR5.25 Crore,"B-17, Islamabad, Islamabad Capital"
10 Marla,6,6,PKR4.3 Crore,"Soan Garden, Islamabad, Islamabad Capital"
8 Marla,6,4,PKR3.7 Crore,"B-17, Islamabad, Islamabad Capital"
14 Marla,6,6,PKR5.5 Crore,"FECHS, Islamabad, Islamabad Capital"
5 Marla,4,-,PKR2.5 Crore,"B-17, Islamabad, Islamabad Capital"
1 Kanal,7,6,PKR7.5 Crore,"FECHS, Islamabad, Islamabad Capital"
8 Marla,5,4,PKR3.95 Crore,"B-17, Islamabad, Islamabad Capital"
5 Marla,6,4,PKR2.8 Crore,"B-17, Islamabad, Islamabad Capital"
10 Marla,6,5,PKR13.5 Crore,"D-12, Islamabad, Islamabad Capital"
5 Marla,6,4,PKR2.8 Crore,"B-17, Islamabad, Islamabad Capital"
5 Marla,4,4,PKR5.65 Crore,"D-12, Islamabad, Islamabad Capital"
4 Marla,4,4,PKR4.3 Crore,"D-12, Islamabad, Islamabad Capital"
5 Marla,5,4,PKR2.4 Crore,"B-17, Islamabad, Islamabad Capital"
10 Marla,7,6,PKR11.5 Crore,"D-12, Islamabad, Islamabad Capital"
2.4 Kanal,6,6,PKR39 Crore,"G-6, Islamabad, Islamabad Capital"
9.8 Marla,5,5,PKR7.95 Crore,"G-6, Islamabad, Islamabad Capital"
6.7 Marla,3,4,PKR6 Crore,"G-9, Islamabad, Islamabad Capital"
11 Marla,5,5,PKR12.5 Crore,"G-6, Islamabad, Islamabad Capital"
6.7 Marla,2,3,PKR5 Crore,"G-9, Islamabad, Islamabad Capital"
6.7 Marla,4,4,PKR4.6 Crore,"G-9, Islamabad, Islamabad Capital"
9.8 Marla,5,5,PKR7.85 Crore,"G-6, Islamabad, Islamabad Capital"
2.3 Kanal,-,-,PKR1.1 Arab,"G-6, Islamabad, Islamabad Capital"
5 Marla,4,4,PKR6 Crore,"G-7, Islamabad, Islamabad Capital"
6.7 Marla,5,5,PKR7.35 Crore,"G-9, Islamabad, Islamabad Capital"
5.3 Marla,2,2,PKR2.5 Crore,"G-8, Islamabad, Islamabad Capital"
5 Marla,5,4,PKR2.5 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
5 Marla,6,4,PKR2.4 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
14 Marla,6,7,PKR17 Crore,"G-9, Islamabad, Islamabad Capital"
5.6 Marla,4,4,PKR4.45 Crore,"G-7, Islamabad, Islamabad Capital"
1 Kanal,-,-,PKR9 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
3.3 Kanal,-,-,PKR70 Crore,"G-6, Islamabad, Islamabad Capital"
5 Marla,4,4,PKR5.2 Crore,"G-9, Islamabad, Islamabad Capital"
12 Marla,4,5,PKR10.5 Crore,"G-8, Islamabad, Islamabad Capital"
2.4 Kanal,6,6,PKR48 Crore,"G-6, Islamabad, Islamabad Capital"
14 Marla,5,5,PKR9.75 Crore,"G-9, Islamabad, Islamabad Capital"
6 Marla,5,5,PKR4.5 Crore,"G-9, Islamabad, Islamabad Capital"
6.7 Marla,4,4,PKR6.5 Crore,"G-9, Islamabad, Islamabad Capital"
14.2 Marla,6,6,PKR11 Crore,"G-9, Islamabad, Islamabad Capital"
14.2 Marla,6,7,PKR16 Crore,"G-9, Islamabad, Islamabad Capital"
14.2 Marla,6,6,PKR16 Crore,"G-9, Islamabad, Islamabad Capital"
10.9 Marla,4,4,PKR8 Crore,"G-9, Islamabad, Islamabad Capital"
6.7 Marla,5,5,PKR7 Crore,"G-9, Islamabad, Islamabad Capital"
10.9 Marla,4,4,PKR8 Crore,"G-9, Islamabad, Islamabad Capital"
14.2 Marla,6,6,PKR9.25 Crore,"G-9, Islamabad, Islamabad Capital"
6.7 Marla,5,5,PKR5 Crore,"G-9, Islamabad, Islamabad Capital"
14.2 Marla,6,6,PKR11 Crore,"G-9, Islamabad, Islamabad Capital"
6.6 Marla,-,-,PKR6.75 Crore,"G-9, Islamabad, Islamabad Capital"
2 Kanal,6,5,PKR35 Crore,"G-6, Islamabad, Islamabad Capital"
10 Marla,-,-,PKR7.5 Crore,"G-9, Islamabad, Islamabad Capital"
2.4 Kanal,6,6,PKR35 Crore,"G-6, Islamabad, Islamabad Capital"
9.8 Marla,4,4,PKR7.95 Crore,"G-6, Islamabad, Islamabad Capital"
1.1 Kanal,5,5,PKR15 Crore,"G-6, Islamabad, Islamabad Capital"
5 Marla,-,-,PKR2.58 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
6.7 Marla,5,5,PKR6.75 Crore,"G-9, Islamabad, Islamabad Capital"
14.2 Marla,6,6,PKR13.75 Crore,"G-9, Islamabad, Islamabad Capital"
10.9 Marla,4,4,PKR9.5 Crore,"G-9, Islamabad, Islamabad Capital"
14.2 Marla,6,6,PKR10.8 Crore,"G-9, Islamabad, Islamabad Capital"
6.7 Marla,5,5,PKR6.5 Crore,"G-9, Islamabad, Islamabad Capital"
11.1 Marla,6,6,PKR12.5 Crore,"G-6, Islamabad, Islamabad Capital"
14.2 Marla,6,6,PKR17.5 Crore,"G-9, Islamabad, Islamabad Capital"
17.8 Marla,6,7,PKR16.75 Crore,"G-9, Islamabad, Islamabad Capital"
14 Marla,6,6,PKR12.5 Crore,"G-9, Islamabad, Islamabad Capital"
1.2 Kanal,6,6,PKR27 Crore,"G-6, Islamabad, Islamabad Capital"
6 Marla,5,5,PKR6.5 Crore,"G-9, Islamabad, Islamabad Capital"
6.7 Marla,4,4,PKR6.25 Crore,"G-8, Islamabad, Islamabad Capital"
14.2 Marla,-,-,PKR8.1 Crore,"G-9, Islamabad, Islamabad Capital"
6.6 Marla,5,4,PKR4.5 Crore,"G-9, Islamabad, Islamabad Capital"
6.7 Marla,4,4,PKR5.35 Crore,"G-9, Islamabad, Islamabad Capital"
6 Marla,4,5,PKR5.7 Crore,"G-9, Islamabad, Islamabad Capital"
6 Marla,5,5,PKR6 Crore,"G-9, Islamabad, Islamabad Capital"
6.7 Marla,2,3,PKR5.5 Crore,"G-9, Islamabad, Islamabad Capital"
10.9 Marla,4,4,PKR7.75 Crore,"G-9, Islamabad, Islamabad Capital"
6 Marla,4,4,PKR4.5 Crore,"G-9, Islamabad, Islamabad Capital"
12 Marla,4,5,PKR16 Crore,"G-9, Islamabad, Islamabad Capital"
3.3 Kanal,7,9,PKR65 Crore,"G-6, Islamabad, Islamabad Capital"
5 Marla,3,4,PKR5.35 Crore,"G-9, Islamabad, Islamabad Capital"
14.2 Marla,6,6,PKR11 Crore,"G-9, Islamabad, Islamabad Capital"
14 Marla,6,6,PKR5.75 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
1 Kanal,6,6,PKR8 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
10 Marla,5,6,PKR7.5 Crore,"G-9, Islamabad, Islamabad Capital"
5.6 Marla,4,5,PKR5.25 Crore,"G-9, Islamabad, Islamabad Capital"
6.7 Marla,4,4,PKR4.8 Crore,"G-9, Islamabad, Islamabad Capital"
5 Marla,4,4,PKR2.62 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
2 Kanal,5,5,PKR20 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
3.3 Kanal,6,7,PKR48 Crore,"G-6, Islamabad, Islamabad Capital"
9.8 Marla,5,5,PKR8 Crore,"G-6, Islamabad, Islamabad Capital"
2.4 Kanal,6,7,PKR60 Crore,"G-6, Islamabad, Islamabad Capital"
3.3 Kanal,6,7,PKR50 Crore,"G-6, Islamabad, Islamabad Capital"
3.3 Kanal,6,6,PKR58 Crore,"G-6, Islamabad, Islamabad Capital"
10 Marla,5,5,PKR8.5 Crore,"G-9, Islamabad, Islamabad Capital"
6 Marla,4,4,PKR6.25 Crore,"G-9, Islamabad, Islamabad Capital"
6 Marla,5,5,PKR4.5 Crore,"G-9, Islamabad, Islamabad Capital"
1 Kanal,7,7,PKR6.9 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
14.2 Marla,6,6,PKR10.8 Crore,"G-9, Islamabad, Islamabad Capital"
14.2 Marla,6,7,PKR13.75 Crore,"G-9, Islamabad, Islamabad Capital"
6.7 Marla,4,4,PKR6.55 Crore,"G-9, Islamabad, Islamabad Capital"
2.4 Kanal,5,5,PKR40 Crore,"G-6, Islamabad, Islamabad Capital"
3.3 Kanal,6,7,PKR58 Crore,"G-6, Islamabad, Islamabad Capital"
2.4 Kanal,6,7,PKR56 Crore,"G-6, Islamabad, Islamabad Capital"
2.4 Kanal,6,5,PKR35 Crore,"G-6, Islamabad, Islamabad Capital"
6 Marla,2,3,PKR5.7 Crore,"G-9, Islamabad, Islamabad Capital"
2.4 Kanal,5,4,PKR35 Crore,"G-6, Islamabad, Islamabad Capital"
3.3 Kanal,6,7,PKR55 Crore,"G-6, Islamabad, Islamabad Capital"
2.4 Kanal,6,5,PKR42 Crore,"G-6, Islamabad, Islamabad Capital"
4 Marla,2,2,PKR2.5 Crore,"G-6, Islamabad, Islamabad Capital"
1.3 Kanal,7,7,PKR70 Crore,"G-6, Islamabad, Islamabad Capital"
3.3 Kanal,7,7,PKR70 Crore,"G-6, Islamabad, Islamabad Capital"
1.2 Kanal,7,7,PKR35 Crore,"G-6, Islamabad, Islamabad Capital"
1 Kanal,4,5,PKR4.65 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
9.8 Marla,4,4,PKR6.25 Crore,"G-6, Islamabad, Islamabad Capital"
6 Marla,5,5,PKR7.05 Crore,"G-9, Islamabad, Islamabad Capital"
1 Kanal,4,4,PKR4.75 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
1 Kanal,-,9,PKR7.65 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
10 Marla,4,4,PKR10.75 Crore,"G-9, Islamabad, Islamabad Capital"
10 Marla,5,5,PKR8 Crore,"G-9, Islamabad, Islamabad Capital"
5 Marla,-,-,PKR4.75 Crore,"G-8, Islamabad, Islamabad Capital"
5 Marla,6,5,PKR2.65 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
5 Marla,6,4,PKR2.7 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
5 Marla,6,4,PKR2.55 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
5.6 Marla,3,4,PKR5 Crore,"G-9, Islamabad, Islamabad Capital"
5 Marla,5,4,PKR2.5 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
6 Marla,4,4,PKR7.2 Crore,"G-9, Islamabad, Islamabad Capital"
5 Marla,4,4,PKR2.65 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
5 Marla,3,3,PKR4.85 Crore,"G-8, Islamabad, Islamabad Capital"
14 Marla,6,6,PKR18 Crore,"G-9, Islamabad, Islamabad Capital"
10.9 Marla,4,4,PKR7.65 Crore,"G-9, Islamabad, Islamabad Capital"
2.4 Kanal,6,6,PKR60 Crore,"G-6, Islamabad, Islamabad Capital"
2.4 Kanal,4,4,PKR45 Crore,"G-6, Islamabad, Islamabad Capital"
14.2 Marla,6,6,PKR11 Crore,"G-9, Islamabad, Islamabad Capital"
14.2 Marla,4,4,PKR11 Crore,"G-9, Islamabad, Islamabad Capital"
10.9 Marla,4,4,PKR7.5 Crore,"G-9, Islamabad, Islamabad Capital"
5 Marla,4,4,PKR2.3 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
14.2 Marla,5,5,PKR11.5 Crore,"G-9, Islamabad, Islamabad Capital"
6 Marla,3,3,PKR4.9 Crore,"G-9, Islamabad, Islamabad Capital"
5 Marla,4,5,PKR5 Crore,"G-9, Islamabad, Islamabad Capital"
5.6 Marla,4,4,PKR5.2 Crore,"G-8, Islamabad, Islamabad Capital"
6 Marla,5,4,PKR4.6 Crore,"G-9, Islamabad, Islamabad Capital"
11.1 Marla,4,4,PKR9 Crore,"G-6, Islamabad, Islamabad Capital"
14 Marla,6,6,PKR5.25 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
6 Marla,4,4,PKR5.5 Crore,"G-9, Islamabad, Islamabad Capital"
14 Marla,6,10,PKR18 Crore,"G-9, Islamabad, Islamabad Capital"
6 Marla,4,4,PKR5 Crore,"G-9, Islamabad, Islamabad Capital"
14 Marla,6,6,PKR11.5 Crore,"G-9, Islamabad, Islamabad Capital"
6 Marla,5,4,PKR5.5 Crore,"G-8, Islamabad, Islamabad Capital"
14 Marla,6,7,PKR16.5 Crore,"G-9, Islamabad, Islamabad Capital"
5 Marla,4,4,PKR2.75 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
14 Marla,5,4,PKR9.65 Crore,"G-9, Islamabad, Islamabad Capital"
9.8 Marla,5,5,PKR8 Crore,"G-6, Islamabad, Islamabad Capital"
14.2 Marla,5,5,PKR18.5 Crore,"G-9, Islamabad, Islamabad Capital"
14 Marla,6,6,PKR6 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
10 Marla,4,4,PKR8.25 Crore,"G-9, Islamabad, Islamabad Capital"
2.4 Kanal,5,4,PKR48 Crore,"G-6, Islamabad, Islamabad Capital"
14.2 Marla,6,6,PKR9 Crore,"G-9, Islamabad, Islamabad Capital"
2.4 Kanal,6,5,PKR45 Crore,"G-6, Islamabad, Islamabad Capital"
2.4 Kanal,6,5,PKR35 Crore,"G-6, Islamabad, Islamabad Capital"
1.6 Kanal,6,8,PKR40 Crore,"G-7, Islamabad, Islamabad Capital"
5.6 Marla,4,4,PKR4.75 Crore,"G-8, Islamabad, Islamabad Capital"
1 Kanal,6,6,PKR8 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
16 Marla,6,6,PKR16 Crore,"G-9, Islamabad, Islamabad Capital"
14.2 Marla,2,5,PKR16 Crore,"G-9, Islamabad, Islamabad Capital"
2 Kanal,6,7,PKR17 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
1 Kanal,4,4,PKR5.9 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
1 Kanal,6,6,PKR8.25 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
14.2 Marla,6,6,PKR13.75 Crore,"G-9, Islamabad, Islamabad Capital"
6 Marla,6,5,PKR7.2 Crore,"G-9, Islamabad, Islamabad Capital"
2 Kanal,5,5,PKR38 Crore,"G-6, Islamabad, Islamabad Capital"
1.1 Kanal,6,6,PKR17 Crore,"G-6, Islamabad, Islamabad Capital"
3.3 Kanal,-,5,PKR57 Crore,"G-6, Islamabad, Islamabad Capital"
5 Marla,5,4,PKR2.8 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
1 Kanal,6,6,PKR8.5 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
5 Marla,5,4,PKR2.6 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
1 Kanal,6,6,PKR9.5 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
3.3 Kanal,6,6,PKR52 Crore,"G-6, Islamabad, Islamabad Capital"
14 Marla,7,6,PKR12.5 Crore,"G-9, Islamabad, Islamabad Capital"
1 Kanal,5,4,PKR5.9 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
5 Marla,4,4,PKR2.65 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
5 Marla,4,4,PKR2.85 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
1 Kanal,7,6,PKR8 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
5 Marla,4,4,PKR2.65 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
1 Kanal,6,6,PKR7.8 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
14 Marla,5,5,PKR9 Crore,"G-9, Islamabad, Islamabad Capital"
4.9 Marla,3,3,PKR2.15 Crore,"G-8, Islamabad, Islamabad Capital"
1 Kanal,6,7,PKR9.15 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
3.7 Kanal,7,6,PKR94.5 Crore,"G-6, Islamabad, Islamabad Capital"
14 Marla,6,5,PKR18 Crore,"G-9, Islamabad, Islamabad Capital"
12 Marla,7,7,PKR18 Crore,"G-9, Islamabad, Islamabad Capital"
14 Marla,6,8,PKR6.9 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
12 Marla,6,6,PKR11.5 Crore,"G-9, Islamabad, Islamabad Capital"
14 Marla,6,6,PKR11.5 Crore,"G-9, Islamabad, Islamabad Capital"
2.4 Kanal,7,6,PKR50 Crore,"G-6, Islamabad, Islamabad Capital"
3.3 Kanal,7,6,PKR70 Crore,"G-6, Islamabad, Islamabad Capital"
6.7 Marla,6,5,PKR7.45 Crore,"G-9, Islamabad, Islamabad Capital"
14 Marla,6,9,PKR14.5 Crore,"G-9, Islamabad, Islamabad Capital"
6.7 Marla,5,5,PKR6.75 Crore,"G-9, Islamabad, Islamabad Capital"
16 Marla,6,7,PKR16.5 Crore,"G-9, Islamabad, Islamabad Capital"
14.7 Marla,7,9,PKR17 Crore,"G-9, Islamabad, Islamabad Capital"
5 Marla,6,5,PKR2.75 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
14 Marla,-,-,PKR18.5 Crore,"G-9, Islamabad, Islamabad Capital"
14 Marla,5,5,PKR10.75 Crore,"G-9, Islamabad, Islamabad Capital"
1 Kanal,7,8,PKR8.25 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
1 Kanal,6,6,PKR8.25 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
4 Marla,2,2,PKR1.75 Crore,"G-6, Islamabad, Islamabad Capital"
14.2 Marla,-,-,PKR10 Crore,"G-9, Islamabad, Islamabad Capital"
1.1 Kanal,6,10,PKR30 Crore,"G-6, Islamabad, Islamabad Capital"
12 Marla,6,8,PKR15 Crore,"G-9, Islamabad, Islamabad Capital"
1 Kanal,6,6,PKR8.75 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
1 Kanal,6,6,PKR8.5 Crore,"Naval Anchorage, Islamabad, Islamabad Capital"
14 Marla,6,7,PKR16.5 Crore,"G-9, Islamabad, Islamabad Capital"
14 Marla,3,3,PKR16.2 Crore,"G-9, Islamabad, Islamabad Capital"
6 Marla,4,4,PKR5.5 Crore,"G-9, Islamabad, Islamabad Capital"
6 Marla,5,5,PKR5.5 Crore,"G-9, Islamabad, Islamabad Capital"
14.2 Marla,6,6,PKR9.5 Crore,"G-9, Islamabad, Islamabad Capital"
6 Marla,5,4,PKR4.5 Crore,"G-9, Islamabad, Islamabad Capital"
6.6 Marla,4,4,PKR5.45 Crore,"G-9, Islamabad, Islamabad Capital"
